"Text"   ,"FirstPerson","InnerThinking","ThinkPositive","ThinkNegative","ThinkAhead","ThinkBack","Reasoning","Share_SocTies","Direct_Activity","Interacting","Notifying","LinearGuidance","WordPicture","SpaceInterval","Motion","PastEvents","TimeInterval","ShiftingEvents","Text_Coverage","Genre","Counter","Corpus","Corp.Genre"
D13.TXT  ,1.18         ,3.12           ,0.32           ,0.72           ,0.95        ,0.23       ,2.58       ,1.81           ,0.18             ,1.45         ,2.89       ,2.49            ,6.46         ,2.58           ,0.54    ,0.5         ,0.63          ,0.63            ,29.26          ,4      ,101      ,1       ,104
D14.TXT  ,0            ,2.51           ,0.53           ,0.92           ,1.14        ,0.48       ,2.33       ,4.31           ,0.35             ,0.26         ,2.38       ,3.61            ,4.84         ,0.92           ,0.35    ,2.86        ,1.1           ,0.31            ,29.2           ,4      ,102      ,1       ,104
D15.TXT  ,0.26         ,2.7            ,0.78           ,1.61           ,1.18        ,0.17       ,3.05       ,4.22           ,0.09             ,0.13         ,2.79       ,4.88            ,2.74         ,0.83           ,0.3     ,2.05        ,0.78          ,0.87            ,29.43          ,4      ,103      ,1       ,104
D16.TXT  ,0.99         ,2.62           ,0.83           ,0.99           ,0.83        ,0.28       ,2.94       ,5.28           ,0.12             ,2.22         ,2.74       ,7.22            ,3.97         ,0.56           ,0.2     ,2.38        ,0.91          ,0.36            ,35.44          ,4      ,104      ,1       ,104
D17.TXT  ,2.7          ,3.09           ,1.33           ,1.5            ,1.37        ,0.6        ,2.79       ,2.02           ,0                ,1.76         ,2.1        ,3.69            ,5.19         ,1.46           ,0.34    ,2.32        ,1.89          ,1.12            ,35.27          ,4      ,105      ,1       ,104
E01.TXT  ,0.09         ,4              ,1.22           ,0.57           ,1           ,0.3        ,3.74       ,1.83           ,0.26             ,1.48         ,2.78       ,4.35            ,5.09         ,1.39           ,1.35    ,1.7         ,1.35          ,0.65            ,33.15          ,5      ,106      ,1       ,105
E02.TXT  ,1.49         ,2.98           ,1.36           ,0.57           ,1.49        ,0.35       ,3.29       ,2.37           ,0.57             ,1.23         ,2.33       ,3.69            ,7.77         ,1.36           ,0.39    ,1.58        ,1.84          ,1.18            ,35.84          ,5      ,107      ,1       ,105
E03.TXT  ,0            ,4.62           ,0.58           ,2.35           ,2.31        ,0.62       ,2.75       ,2.8            ,0.98             ,0.71         ,2.75       ,2.13            ,2.93         ,0.49           ,0.4     ,0.8         ,0.93          ,0.58            ,28.73          ,5      ,108      ,1       ,105
E04.TXT  ,0.61         ,3.4            ,1.74           ,0.87           ,0.83        ,0.48       ,3.83       ,2.66           ,0.17             ,0.74         ,3.48       ,3.48            ,3.01         ,0.96           ,0.87    ,0.78        ,1.61          ,0.52            ,30.04          ,5      ,109      ,1       ,105
E05.TXT  ,0.17         ,3.81           ,1.09           ,0.17           ,1.49        ,0.57       ,2.01       ,1.66           ,0.35             ,1.18         ,2.45       ,4.11            ,5.42         ,0.79           ,0.17    ,2.19        ,1.36          ,0.96            ,29.95          ,5      ,110      ,1       ,105
E06.TXT  ,0.04         ,2.92           ,1.28           ,0.4            ,1.55        ,0.49       ,2.3        ,2.03           ,0.31             ,0.71         ,2.69       ,1.86            ,6.63         ,1.15           ,0.35    ,1.55        ,1.15          ,1.19            ,28.6           ,5      ,111      ,1       ,105
E07.TXT  ,0            ,1.66           ,0.12           ,0.24           ,1.01        ,0          ,2.79       ,0.73           ,1.98             ,0.4          ,2.43       ,2.59            ,6.39         ,1.98           ,1.46    ,1.66        ,0.93          ,0.93            ,27.3           ,5      ,112      ,1       ,105
E08.TXT  ,0            ,2.07           ,0.32           ,0.45           ,1.13        ,0.32       ,2.84       ,1.49           ,0.59             ,0.14         ,3.56       ,3.74            ,3.15         ,2.12           ,0.27    ,1.53        ,1.04          ,0.68            ,25.44          ,5      ,113      ,1       ,105
E09.TXT  ,0.36         ,1.48           ,1.3            ,0.58           ,0.25        ,1.05       ,1.08       ,1.37           ,0.22             ,0.04         ,2.17       ,7.08            ,3.72         ,0.83           ,1.16    ,1.26        ,0.97          ,0.51            ,25.43          ,5      ,114      ,1       ,105
E10.TXT  ,0.68         ,2.52           ,0.6            ,0.52           ,0.8         ,0.52       ,2.44       ,1.96           ,0.2              ,0.52         ,3.24       ,2.56            ,5.08         ,1.12           ,0.92    ,1.48        ,0.72          ,0.64            ,26.52          ,5      ,115      ,1       ,105
E11.TXT  ,0.09         ,1.21           ,0.73           ,0.52           ,0.52        ,0.65       ,1.76       ,1.29           ,0.13             ,0.13         ,1.89       ,4.39            ,10.12        ,1.89           ,0.86    ,3.01        ,0.9           ,0.99            ,31.08          ,5      ,116      ,1       ,105
E12.TXT  ,0            ,2.26           ,1.92           ,0.3            ,1.52        ,0.09       ,1.39       ,1.52           ,0.35             ,1.35         ,2.7        ,1.87            ,6.53         ,1.26           ,0.74    ,0.65        ,1.18          ,0.74            ,26.37          ,5      ,117      ,1       ,105
E13.TXT  ,2.06         ,2.11           ,0.39           ,0.26           ,0.39        ,0.22       ,0.57       ,0.66           ,0.13             ,0            ,2.85       ,2.19            ,8.51         ,3.86           ,0.26    ,2.81        ,1.01          ,1.8             ,30.08          ,5      ,118      ,1       ,105
E14.TXT  ,0            ,2.25           ,0.68           ,0.47           ,0.85        ,0.08       ,1.15       ,0.72           ,1.74             ,2.25         ,2.33       ,1.32            ,11.88        ,1.87           ,1.15    ,1.02        ,0.98          ,0.59            ,31.33          ,5      ,119      ,1       ,105
E15.TXT  ,0            ,1.54           ,0.26           ,0.56           ,1.92        ,0.17       ,1.07       ,0.43           ,3.08             ,0.17         ,1.33       ,0.43            ,14.58        ,2.99           ,0.98    ,1.97        ,1.28          ,0.6             ,33.36          ,5      ,120      ,1       ,105
E16.TXT  ,0.36         ,1.16           ,0.53           ,0.31           ,0.71        ,0.31       ,1.64       ,1.11           ,0.53             ,0.27         ,2.71       ,1.69            ,7.15         ,2.98           ,0.93    ,2.58        ,0.58          ,0.93            ,26.48          ,5      ,121      ,1       ,105
E17.TXT  ,0            ,2.63           ,0.4            ,0.58           ,2           ,0.22       ,2.09       ,2.05           ,0.8              ,1.43         ,2.72       ,1.47            ,6.24         ,1.34           ,2.32    ,1.92        ,0.94          ,0.76            ,29.91          ,5      ,122      ,1       ,105
E18.TXT  ,0.09         ,1.34           ,0.43           ,0.48           ,1.08        ,0.35       ,1.78       ,1.99           ,0                ,0.04         ,3.42       ,3.47            ,7.85         ,1.73           ,0.39    ,2.43        ,1.78          ,0.65            ,29.3           ,5      ,123      ,1       ,105
E19.TXT  ,0.04         ,3.57           ,1.03           ,0.94           ,1.47        ,0.31       ,4.19       ,2.5            ,0.67             ,1.92         ,2.05       ,2.01            ,6.73         ,2.36           ,1.25    ,1.38        ,1.69          ,0.94            ,35.05          ,5      ,124      ,1       ,105
E20.TXT  ,0            ,2.52           ,0.97           ,0.93           ,1.68        ,0.18       ,3.19       ,1.64           ,0.8              ,2.97         ,3.23       ,1.82            ,6.91         ,1.37           ,0.44    ,0.62        ,1.24          ,0.62            ,31.13          ,5      ,125      ,1       ,105
E21.TXT  ,0            ,2.99           ,1.43           ,0.31           ,2.37        ,0.13       ,1.83       ,2.86           ,0.8              ,0.94         ,3.04       ,1.79            ,7.63         ,1.52           ,0.4     ,0.85        ,1.43          ,0.49            ,30.81          ,5      ,126      ,1       ,105
E22.TXT  ,0.43         ,2.39           ,2.09           ,1.15           ,1.15        ,0.26       ,2.05       ,3.75           ,0.17             ,0.3          ,2.09       ,4.99            ,4.35         ,0.64           ,0.26    ,2.26        ,1.02          ,0.47            ,29.82          ,5      ,127      ,1       ,105
E23.TXT  ,1.71         ,2.81           ,1.27           ,0.44           ,1.36        ,0.26       ,2.1        ,1.71           ,0.22             ,0.04         ,2.98       ,4.65            ,7.8          ,0.92           ,0.44    ,1.01        ,2.37          ,1.14            ,33.23          ,5      ,128      ,1       ,105
E24.TXT  ,0            ,2.65           ,1.37           ,0.75           ,1.77        ,0.4        ,2.92       ,2.3            ,1.77             ,0.75         ,2.92       ,2.34            ,8.01         ,2.43           ,1.5     ,1.55        ,1.5           ,0.62            ,35.55          ,5      ,129      ,1       ,105
E25.TXT  ,0            ,2.09           ,0.53           ,0.31           ,0.75        ,0.75       ,1.51       ,1.33           ,0.13             ,0            ,3.15       ,2.04            ,7.19         ,1.73           ,0.8     ,1.47        ,1.47          ,0.58            ,25.83          ,5      ,130      ,1       ,105
E26.TXT  ,0.22         ,2.26           ,1.02           ,0.49           ,0.66        ,0.27       ,1.86       ,1.06           ,0.27             ,0.09         ,2.66       ,5.36            ,4.12         ,0.89           ,0.35    ,3.5         ,1.9           ,0.84            ,27.82          ,5      ,131      ,1       ,105
E27.TXT  ,0            ,0.76           ,0.08           ,1.14           ,0.63        ,0.13       ,1.57       ,1.86           ,1.48             ,1.02         ,1.74       ,1.52            ,7.02         ,0.68           ,0.59    ,0.63        ,2.75          ,0.51            ,24.11          ,5      ,132      ,1       ,105
E28.TXT  ,0            ,2.45           ,0.67           ,0.8            ,2.05        ,0.49       ,3.12       ,2.09           ,0.4              ,4.36         ,3.47       ,1.78            ,3.03         ,0.89           ,0.13    ,1.02        ,3.07          ,0.45            ,30.27          ,5      ,133      ,1       ,105
E29.TXT  ,0            ,3.04           ,0.67           ,0.58           ,1.25        ,0.49       ,2.99       ,2.68           ,0.94             ,0.31         ,3.26       ,4.38            ,4.64         ,2.05           ,0.13    ,1.03        ,1.92          ,0.49            ,30.85          ,5      ,134      ,1       ,105
E30.TXT  ,0            ,2.91           ,1.48           ,1.21           ,1.88        ,0.04       ,2.24       ,3.32           ,0.58             ,7.8          ,2.91       ,2.02            ,3.18         ,0.4            ,0.31    ,0.81        ,1.21          ,0.81            ,33.11          ,5      ,135      ,1       ,105
E31.TXT  ,0.09         ,2.07           ,1.23           ,1.28           ,1.54        ,0.57       ,3.04       ,2.24           ,0.31             ,0.84         ,2.99       ,2.9             ,5.54         ,1.36           ,0.31    ,1.06        ,2.55          ,0.53            ,30.45          ,5      ,136      ,1       ,105
E32.TXT  ,0.09         ,2.57           ,0.51           ,0.64           ,1.03        ,0.77       ,3.17       ,2.65           ,0.09             ,0.21         ,2.95       ,3.81            ,3.6          ,1.2            ,0.13    ,1.03        ,1.11          ,0.64            ,26.2           ,5      ,137      ,1       ,105
E33.TXT  ,0            ,3.09           ,0.62           ,0.84           ,1.02        ,0.18       ,2.43       ,1.59           ,0.57             ,1.77         ,3.31       ,2.39            ,5.21         ,1.15           ,0.8     ,1.06        ,1.19          ,0.71            ,27.93          ,5      ,138      ,1       ,105
E34.TXT  ,0            ,1.8            ,0.73           ,0.51           ,0.77        ,0.13       ,1.54       ,1.41           ,0.17             ,0.17         ,3.68       ,2.06            ,6.26         ,0.77           ,0.47    ,1.93        ,1.2           ,0.64            ,24.24          ,5      ,139      ,1       ,105
E35.TXT  ,0            ,1.94           ,0.43           ,0.56           ,1.42        ,0.34       ,4.4        ,1.55           ,0.56             ,1.6          ,2.72       ,4.31            ,5.86         ,1.29           ,0.17    ,1.16        ,0.73          ,0.6             ,29.64          ,5      ,140      ,1       ,105
E36.TXT  ,0            ,3.32           ,0.79           ,0.48           ,1.7         ,0.04       ,3.72       ,2.19           ,0.22             ,2.58         ,2.1        ,2.1             ,4.98         ,1.22           ,0.35    ,0.66        ,2.05          ,0.87            ,29.37          ,5      ,141      ,1       ,105
